Hotel_Id,Hotel,City,Link,Rating,Hotel_Type,Location,Cost_for_2
795,PVR Cafe,Gandhipuram,https://www.swiggy.com/restaurants/pvr-cafe-brookefields-mall-r-s-puram-west-coimbatore-58560,4.4,"Snacks, Fast Food","Brookefields Mall, R S Puram West",200
796,A - Z Palamudir Nilayam,Gandhipuram,https://www.swiggy.com/restaurants/a-z-palamudir-nilayam-gandhipuram-ram-nagar-coimbatore-99246,4.1,Juices,"Gandhipuram, Ram Nagar",150
797,Kwality Walls Frozen Dessert and Ice Cream Shop,Gandhipuram,https://www.swiggy.com/restaurants/kwality-walls-frozen-dessert-and-ice-cream-shop-gandhipuram-coimbatore-379943,4.5,Ice Cream,"Gandhipuram, Gandhipuram",300
798,Sree Subbu  Mess,Gandhipuram,https://www.swiggy.com/restaurants/sree-subbu-mess-gandhipuram-ram-nagar-coimbatore-331001,4.2,"South Indian, Biryani","Gandhipuram, Ram Nagar",250
799,Choice Hotel,Gandhipuram,https://www.swiggy.com/restaurants/choice-hotel-gandhipuram-g-k-d-nagar-coimbatore-166178,--,"Opens next at 9 am, tomorrowSouth Indian, Chettinad","Gandhipuram, G K D Nagar",200
800,Ammayi Veedu Pot Cook,Gandhipuram,https://www.swiggy.com/restaurants/ammayi-veedu-pot-cook-gandhipuram-g-k-d-nagar-coimbatore-50162,4.1,"South Indian, Indian","Gandhipuram, G K D Nagar",300
801,Chocolate Channel,Gandhipuram,https://www.swiggy.com/restaurants/chocolate-channel-near-snr-college-balasundaram-layout-coimbatore-54489,4.4,Desserts,"Near SNR College, Balasundaram Layout",250
802,A2B Veg,Gandhipuram,https://www.swiggy.com/restaurants/a2b-veg-gandhipuram-balasundaram-layout-coimbatore-51014,4.3,"South Indian, North Indian","Gandhipuram, Balasundaram Layout",300
803,McCafe by McDonald's,Gandhipuram,https://www.swiggy.com/restaurants/mccafe-by-mcdonalds-brookefields-fc-r-s-puram-west-coimbatore-192404,--,"Beverages, Desserts","Brookefields FC, R S Puram West",250
804,Sree Annapoorna Sweets & Savouries,Gandhipuram,https://www.swiggy.com/restaurants/sree-annapoorna-sweets-and-savouries-gandhipuram-coimbatore-58687,4.6,Desserts,"Gandhipuram, Gandhipuram",200
805,Abis Kitchen,Gandhipuram,https://www.swiggy.com/restaurants/abis-kitchen-gandhipuram-coimbatore-423800,--,"Biryani, South Indian","Gandhipuram, Gandhipuram",260
806,zwarma (The Taste of paradise),Gandhipuram,https://www.swiggy.com/restaurants/zwarma-the-taste-of-paradise-gandhipuram-coimbatore-407775,4.1,"Fast Food, Beverages","Gandhipuram, Gandhipuram",300
807,Konghu Dum Biryani,Gandhipuram,https://www.swiggy.com/restaurants/konghu-dum-biryani-r-s-puram-ram-nagar-coimbatore-98624,3.3,"Opens next at 11 am, tomorrowSouth Indian","R S Puram, Ram Nagar",200
808,Abu Bhai Biriyani,Gandhipuram,https://www.swiggy.com/restaurants/abu-bhai-biriyani-gandhipuram-coimbatore-407130,4.1,Biryani,"Gandhipuram, Gandhipuram",400
809,Sree Annapoorna,Gandhipuram,https://www.swiggy.com/restaurants/sree-annapoorna-avarampalayam-gandhipuram-coimbatore-57001,--,"Opens next at 6:30 am, tomorrowIndian, South Indian","Avarampalayam, Gandhipuram",200
810,Rollz,Gandhipuram,https://www.swiggy.com/restaurants/rollz-peelamedu-gandhipuram-coimbatore-57122,--,"Indian, Chinese","Peelamedu, Gandhipuram",150
811,Hyderabad Biriyani Hotel,Gandhipuram,https://www.swiggy.com/restaurants/hyderabad-biriyani-hotel-inside-central-busstand-ram-nagar-coimbatore-61502,4.0,"Hyderabadi, Biryani","Inside Central Busstand, Ram Nagar",200
812,AYYAPPA TIFFINS,Gandhipuram,https://www.swiggy.com/restaurants/ayyappa-tiffins-gandhipuram-ravindranath-layout-coimbatore-334744,4.2,"Opens next at 6:30 am, tomorrowSouth Indian","Gandhipuram, Ravindranath Layout",200
813,Vintage Bakery,Gandhipuram,https://www.swiggy.com/restaurants/vintage-bakery-gandhipuram-g-k-d-nagar-coimbatore-220138,--,"Bakery, Fast Food","Gandhipuram, G K D Nagar",150
814,Haribhavanam,Gandhipuram,https://www.swiggy.com/restaurants/haribhavanam-cross-cut-road-gandhipuram-coimbatore-51260,4.2,"South Indian, Chettinad","Cross Cut Road, Gandhipuram",400
815,Nellai peria lala corner sweets,Gandhipuram,https://www.swiggy.com/restaurants/nellai-peria-lala-corner-sweets-gandhipuram-coimbatore-83779,4.5,"Sweets, Snacks","gandhipuram, Gandhipuram",200
816,Sri Aarvee Hotels,Gandhipuram,https://www.swiggy.com/restaurants/sri-aarvee-hotels-gandhipuram-balasundaram-layout-coimbatore-59268,4.2,"Opens next at 6:30 am, tomorrowNorth Indian","Gandhipuram, Balasundaram Layout",250
817,Sree Sampoornaa,Gandhipuram,https://www.swiggy.com/restaurants/sree-sampoornaa-cross-cut-7th-street-gandhipuram-coimbatore-60015,3.7,"Biryani, South Indian","Cross cut 7th street, Gandhipuram",200
818,UNITY Chicken,Gandhipuram,https://www.swiggy.com/restaurants/unity-chicken-gandhipuram-balasundaram-layout-coimbatore-325880,--,"Opens next at 11 am, tomorrowFast Food, Biryani","Gandhipuram, Balasundaram Layout",200
819,Burger King,Gandhipuram,https://www.swiggy.com/restaurants/burger-king-brookefields-mall-krishnaswamy-road-r-s-puram-west-coimbatore-50456,4.2,"American, Fast Food","Brookefields Mall,Krishnaswamy Road, R S Puram West",350
820,Bhuvaneswari Tiffin Stall,Gandhipuram,https://www.swiggy.com/restaurants/bhuvaneswari-tiffin-stall-gandhipuram-tatabad-coimbatore-368451,--,"Opens next at 7 am, TuesdayStreet Food, South Indian","Gandhipuram, Tatabad",100
821,Malabar Restaurant,Gandhipuram,https://www.swiggy.com/restaurants/malabar-restaurant-gandhipuram-ram-nagar-coimbatore-59270,3.9,"North Indian, Kerala","Gandhipuram, Ram Nagar",250
822,KFC,Gandhipuram,https://www.swiggy.com/restaurants/kfc-dr-krishnasamy-mudaliyar-rd-puthiyavan-nagar-r-s-puram-west-coimbatore-49526,4.1,"American, Fast Food","Dr Krishnasamy Mudaliyar Rd, Puthiyavan Nagar, R S Puram West",400
823,Anbu  Mess,Gandhipuram,https://www.swiggy.com/restaurants/anbu-mess-gandhipuram-3rd-cross-coimbatore-66006,--,Indian,"Gandhipuram, 3rd Cross",200
824,Cakes by Chocolates,Gandhipuram,https://www.swiggy.com/restaurants/cakes-by-chocolates-gandhipuram-balasundaram-layout-coimbatore-209110,4.7,"Beverages, Desserts","Gandhipuram, Balasundaram Layout",250
825,La casa,Gandhipuram,https://www.swiggy.com/restaurants/la-casa-gandhipuram-coimbatore-405866,--,"Fast Food, Pizzas","Gandhipuram, Gandhipuram",300
826,SK RESTAURANT,Gandhipuram,https://www.swiggy.com/restaurants/sk-restaurant-gandhipuram-coimbatore-431955,--,"Restaurant ClosedIndian, Chinese","Gandhipuram, Gandhipuram",280
827,Biggies Burger,Gandhipuram,https://www.swiggy.com/restaurants/biggies-burger-gandhipuram-coimbatore-440701,--,Fast Food,"Gandhipuram, Gandhipuram",300
828,Royal Biriyani,Gandhipuram,https://www.swiggy.com/restaurants/royal-biriyani-gandhipuram-2nd-street-corner-coimbatore-331863,--,"Opens next at 12 noon, tomorrowBiryani, South Indian","Gandhipuram, 2nd Street Corner",250
829,Elai parotta,Gandhipuram,https://www.swiggy.com/restaurants/elai-parotta-hopes-tatabad-coimbatore-189179,4.1,"Biryani, South Indian","Hopes, Tatabad",250
830,McDonald's Gourmet Burger Collection,Gandhipuram,https://www.swiggy.com/restaurants/mcdonalds-gourmet-burger-collection-brookefields-fc-r-s-puram-west-coimbatore-420287,3.7,"Restaurant ClosedAmerican, Fast Food","Brookefields FC, R S Puram West",600
831,CASSE CROUTE,Gandhipuram,https://www.swiggy.com/restaurants/casse-croute-sitra-new-sidhapudr-coimbatore-446651,--,"Fast Food, Chinese","Sitra, NEW SIDHAPUDR",300
832,Shree Anandhaas Sweets & Snacks,Gandhipuram,https://www.swiggy.com/restaurants/shree-anandhaas-sweets-and-snacks-ram-nagar-coimbatore-57932,4.6,"Sweets, Desserts","Ram Nagar, Ram Nagar",200
833,Lalkudi Restaurant,Gandhipuram,https://www.swiggy.com/restaurants/lalkudi-restaurant-gandhipuram-ram-nagar-coimbatore-322806,--,"North Indian, Biryani","Gandhipuram, Ram Nagar",300
834,Sri Krishna Sweets,Gandhipuram,https://www.swiggy.com/restaurants/sri-krishna-sweets-100-ft-road-tatabad-coimbatore-77247,4.7,Sweets,"100 FT ROAD, Tatabad",200
835,PURE AND NATURAL,Gandhipuram,https://www.swiggy.com/restaurants/pure-and-natural-gandhipuram-coimbatore-404889,4.2,"Juices, Salads","Gandhipuram, Gandhipuram",200
836,Shree Aboorvaas Pure Veg Restaurant,Gandhipuram,https://www.swiggy.com/restaurants/shree-aboorvaas-pure-veg-restaurant-gandhipuram-coimbatore-349309,4.3,"South Indian, Chinese","Gandhipuram, Gandhipuram",200
837,Gustovita,Gandhipuram,https://www.swiggy.com/restaurants/gustovita-gandhipuram-gopalapuram-coimbatore-191257,4.0,Ice Cream,"Gandhipuram, Gopalapuram",200
838,Bamboo House,Gandhipuram,https://www.swiggy.com/restaurants/bamboo-house-gandhipuram-coimbatore-434796,--,"Opens next at 12 noon, TuesdayIndian, South Indian","Gandhipuram, Gandhipuram",250
839,AJWA THE FAMILY FAST FOOD,Gandhipuram,https://www.swiggy.com/restaurants/ajwa-the-family-fast-food-sathy-road-gandhipuram-coimbatore-50348,--,"Restaurant ClosedChinese, North Indian","Sathy Road Gandhipuram, Sathy Road Gandhipuram",100
840,Cafe Infusions,Gandhipuram,https://www.swiggy.com/restaurants/cafe-infusions-gandhipuram-ram-nagar-coimbatore-69593,4.4,"Continental, Pizzas","Gandhipuram, Ram Nagar",200
841,Cafe Blanca,Gandhipuram,https://www.swiggy.com/restaurants/cafe-blanca-gandhipuram-coimbatore-408600,--,"Opens next at 10 am, tomorrowIndian","Gandhipuram, Gandhipuram",300
842,HAAJI BIRIYANI,Gandhipuram,https://www.swiggy.com/restaurants/haaji-biriyani-gandhipuram-coimbatore-431982,--,"North Indian, Biryani","Gandhipuram, Gandhipuram",400
843,VENKATESA TIFFIN HOUSE,Gandhipuram,https://www.swiggy.com/restaurants/venkatesa-tiffin-house-gandhipuram-coimbatore-407872,--,South Indian,"Gandhipuram, Gandhipuram",150
844,SRI SAI COFFEE,Gandhipuram,https://www.swiggy.com/restaurants/sri-sai-coffee-gandhipuram-coimbatore-447090,--,"Opens next at 6:30 am, tomorrowBeverages, South Indian","Gandhipuram, Gandhipuram",150
845,HMR - GRAND KITCHEN,Gandhipuram,https://www.swiggy.com/restaurants/hmr-grand-kitchen-gandhipuram-ram-nagar-coimbatore-324129,4.1,"Biryani, South Indian","Gandhipuram, Ram Nagar",300
846,MAD MACHO,Gandhipuram,https://www.swiggy.com/restaurants/mad-macho-gandhipuram-balasundaram-layout-coimbatore-296765,--,"Opens next at 10 am, tomorrowBeverages","Gandhipuram, Balasundaram Layout",300
847,THE CAVERN LOUNGE AND KITCHEN,Gandhipuram,https://www.swiggy.com/restaurants/the-cavern-lounge-and-kitchen-gandhipuram-balasundaram-layout-coimbatore-332268,3.8,Indian,"Gandhipuram, Balasundaram Layout",600
848,ARU NADU HOTEL,Gandhipuram,https://www.swiggy.com/restaurants/aru-nadu-hotel-gandhipuram-coimbatore-391647,--,"Restaurant ClosedSouth Indian, Chinese","Gandhipuram, Gandhipuram",300
849,Grand Restaurant,Gandhipuram,https://www.swiggy.com/restaurants/grand-restaurant-lakshipuram-tatabad-coimbatore-57304,--,"Opens next at 11 am, tomorrowNorth Indian","Lakshipuram, Tatabad",300
850,SS Hotel,Gandhipuram,https://www.swiggy.com/restaurants/ss-hotel-gandhipuram-extension-coimbatore-123017,3.8,"North Indian, South Indian","Gandhipuram, Extension",200
851,Kadhambam,Gandhipuram,https://www.swiggy.com/restaurants/kadhambam-gandhipuram-tatabad-coimbatore-222341,4.5,"South Indian, Biryani","Gandhipuram, Tatabad",200
852,Amma's Pastries,Gandhipuram,https://www.swiggy.com/restaurants/ammas-pastries-gandhipuram-coimbatore-385353,--,"Bakery, Snacks","Gandhipuram, Gandhipuram",350
853,Heatsquare,Gandhipuram,https://www.swiggy.com/restaurants/heatsquare-gandhipuram-coimbatore-444816,--,"Fast Food, Combo","Gandhipuram, Gandhipuram",400
854,Hotel Prabhas,Gandhipuram,https://www.swiggy.com/restaurants/hotel-prabhas-gandhipuram-ram-nagar-coimbatore-376515,--,"Opens next at 6:30 am, tomorrowSouth Indian, Fast Food","Gandhipuram, Ram Nagar",300
855,PRK Icecream Store,Gandhipuram,https://www.swiggy.com/restaurants/prk-icecream-store-tatabad-coimbatore-61497,--,"Desserts, Beverages","Tatabad, Tatabad",200
856,MADURAI JIGARDHANDA,Gandhipuram,https://www.swiggy.com/restaurants/madurai-jigardhanda-gandhipuram-balasundaram-layout-coimbatore-309937,--,"Ice Cream, Beverages","Gandhipuram, Balasundaram Layout",200
857,Geetha Canteen,Gandhipuram,https://www.swiggy.com/restaurants/geetha-canteen-ram-nagar-coimbatore-61498,4.1,South Indian,"Ram Nagar, Ram Nagar",100
858,Hotel Annalakshmi Chettinad Restaurant,Gandhipuram,https://www.swiggy.com/restaurants/hotel-annalakshmi-chettinad-restaurant-gandhipuram-lakshmi-mills-colony-coimbatore-359913,4.2,"South Indian, Biryani","Gandhipuram, Lakshmi Mills Colony",250
859,Mk Homely Food Service,Gandhipuram,https://www.swiggy.com/restaurants/mk-homely-food-service-gandhipuram-coimbatore-441657,--,"Opens next at 12 noon, tomorrowKerala","Gandhipuram, Gandhipuram",250
860,Denmarrk Drive-Inn Restaurant,Gandhipuram,https://www.swiggy.com/restaurants/denmarrk-drive-inn-restaurant-nehru-stadium-gopalapuram-coimbatore-60959,4.1,"Indian, Chinese","Nehru Stadium, Gopalapuram",200
861,Idly Virundhu,Gandhipuram,https://www.swiggy.com/restaurants/idly-virundhu-new-siddhapudur-coimbatore-coimbatore-57556,4.1,South Indian,"New Siddhapudur, Coimbatore",150
862,Raj Bhavan's LunchBox,Gandhipuram,https://www.swiggy.com/restaurants/raj-bhavans-lunchbox-gandhipuram-tatabad-coimbatore-56744,3.9,"South Indian, Biryani","Gandhipuram, Tatabad",150
863,Famous Biryani House,Gandhipuram,https://www.swiggy.com/restaurants/famous-biryani-house-gandhipuram-ram-nagar-coimbatore-56745,4.2,"Opens next at 10 am, tomorrowIndian","Gandhipuram, Ram Nagar",150
864,Thambiyannan Biriyani Hotel,Gandhipuram,https://www.swiggy.com/restaurants/thambiyannan-biriyani-hotel-gandhipuram-coimbatore-50088,4.0,"Indian, Chinese","Gandhipuram, Gandhipuram",400
865,AS FAST FOOD,Gandhipuram,https://www.swiggy.com/restaurants/as-fast-food-gandhipuram-coimbatore-401239,--,"Opens next at 7 am, tomorrowSouth Indian","Gandhipuram, Gandhipuram",250
866,HSR Biriyani,Gandhipuram,https://www.swiggy.com/restaurants/hsr-biriyani-gandhipuram-7th-st-extension-coimbatore-220791,4.1,Biryani,"Gandhipuram, 7th St Extension",150
867,MINI'S URBAN BITES,Gandhipuram,https://www.swiggy.com/restaurants/minis-urban-bites-gandhipuram-illango-nagar-coimbatore-254455,--,"Opens next at 11 am, tomorrowIndian","Gandhipuram, Illango Nagar",250
868,ARABIAN EXPRESS,Gandhipuram,https://www.swiggy.com/restaurants/arabian-express-gandhipuram-coimbatore-436872,--,"Indian, Biryani","Gandhipuram, Gandhipuram",200
869,4S TRADERS - SHIFA FOOD PARADISE,Gandhipuram,https://www.swiggy.com/restaurants/4s-traders-shifa-food-paradise-gandhipuram-tatabad-coimbatore-374340,--,"Biryani, South Indian","Gandhipuram, Tatabad",350
870,(Raaju) Sri Rayappas,Gandhipuram,https://www.swiggy.com/restaurants/-raaju-sri-rayappas-gandhipuram-ram-nagar-coimbatore-78913,4.2,"Chettinad, South Indian","Gandhipuram, Ram Nagar",200
871,McDonald's,Gandhipuram,https://www.swiggy.com/restaurants/mcdonalds-brookefields-fc-r-s-puram-west-coimbatore-56504,4.3,"American, Fast Food","Brookefields FC, R S Puram West",400
872,SK Spices Restaurant,Gandhipuram,https://www.swiggy.com/restaurants/sk-spices-restaurant-gandhipuram-balaji-nagar-coimbatore-56746,4.0,North Indian,"Gandhipuram, Balaji Nagar",150
873,Super Star Biryani,Gandhipuram,https://www.swiggy.com/restaurants/super-star-biryani-gandhipuram-ram-nagar-coimbatore-191235,4.0,South Indian,"Gandhipuram, Ram Nagar",200
874,Biryani In Bucket,Gandhipuram,https://www.swiggy.com/restaurants/biryani-in-bucket-gandhipuram-coimbatore-360225,4.0,"Biryani, Indian","Gandhipuram, Gandhipuram",250
875,Keventers - Milkshakes and Desserts,Gandhipuram,https://www.swiggy.com/restaurants/keventers-milkshakes-and-desserts-brookfilds-mall-krishnaswamya-road-coimbatore-72832,4.0,"Beverages, Ice Cream","Brookfilds Mall, Krishnaswamya Road",300
876,Sri Krishna Iyer Mess,Gandhipuram,https://www.swiggy.com/restaurants/sri-krishna-iyer-mess-gandhipuram-ram-nagar-coimbatore-132159,4.4,South Indian,"Gandhipuram, Ram Nagar",150
877,Annai Biriyani Centre,Gandhipuram,https://www.swiggy.com/restaurants/annai-biriyani-centre-gandhipuram-coimbatore-397564,--,"Opens next at 10 am, tomorrowBiryani","Gandhipuram, Gandhipuram",300
878,SS HYDERABAD BIRYANI,Gandhipuram,https://www.swiggy.com/restaurants/ss-hyderabad-biryani-gandhipuram-coimbatore-405679,4.3,"Biryani, South Indian","Gandhipuram, Gandhipuram",600
879,Vishnu Bhavan,Gandhipuram,https://www.swiggy.com/restaurants/vishnu-bhavan-gandhipuram-tatabad-coimbatore-355207,--,"Opens next at 1 pm, TuesdayStreet Food, Indian","Gandhipuram, Tatabad",80
880,Pandiyan kamba koozl,Gandhipuram,https://www.swiggy.com/restaurants/pandiyan-kamba-koozl-gandhipuram-tatabad-coimbatore-317258,--,"Opens next at 10:30 am, tomorrowIndian, Sweets","Gandhipuram, Tatabad",200
881,Pongalur Sri Annapoornis Sweets,Gandhipuram,https://www.swiggy.com/restaurants/pongalur-sri-annapoornis-sweets-next-to-anjappar-gopalapuram-coimbatore-121973,4.1,"Sweets, Chaat","Next to Anjappar, Gopalapuram",200
882,Shree Sai Virundhu,Gandhipuram,https://www.swiggy.com/restaurants/shree-sai-virundhu-gandhipuram-coimbatore-140296,4.1,Indian,"Gandhipuram, Gandhipuram",100
883,Dindigul Thalappakatti,Gandhipuram,https://www.swiggy.com/restaurants/dindigul-thalappakatti-gandhipuram-coimbatore-50374,3.8,"Biryani, Barbecue","Gandhipuram, Gandhipuram",400
884,Sri Raja Biriyani Hotel,Gandhipuram,https://www.swiggy.com/restaurants/sri-raja-biriyani-hotel-gandhipuram-ram-nagar-coimbatore-50495,4.0,"North Indian, South Indian","Gandhipuram, Ram Nagar",300
885,Moms momos,Gandhipuram,https://www.swiggy.com/restaurants/moms-momos-gandhipuram-coimbatore-420108,--,Chinese,"Gandhipuram, Gandhipuram",200
886,Hotel Alankar Grande,Gandhipuram,https://www.swiggy.com/restaurants/hotel-alankar-grande-nehru-stadium-ram-nagar-coimbatore-51341,--,"North Indian, South Indian","Nehru Stadium, Ram Nagar",750
887,Apteat,Gandhipuram,https://www.swiggy.com/restaurants/apteat-gandhipuram-coimbatore-423974,4.0,"Opens next at 12 noon, tomorrowIndian","Gandhipuram, Gandhipuram",250
888,Cookie Man,Gandhipuram,https://www.swiggy.com/restaurants/cookie-man-krishnaswamy-road-r-s-puram-west-coimbatore-58534,4.6,"Bakery, Desserts","Krishnaswamy road ,Coimbatore, R S Puram West",140
889,Tandoori Spot,Gandhipuram,https://www.swiggy.com/restaurants/tandoori-spot-gandhipuram-ram-nagar-coimbatore-166170,3.7,"Opens next at 8:20 pm, todayTandoor, Arabian","Gandhipuram, Ram Nagar",200
890,Kailash Parbat,Gandhipuram,https://www.swiggy.com/restaurants/kailash-parbat-gandhipuram-coimbatore-coimbatore-50254,4.2,"Opens next at 9:43 pm, todaySouth Indian, Indian","Gandhipuram, Coimbatore",400
891,Ponni Restaurant,Gandhipuram,https://www.swiggy.com/restaurants/ponni-restaurant-lakshmi-mills-balasundaram-layout-coimbatore-51744,4.0,"South Indian, North Indian","Lakshmi Mills, Balasundaram Layout",250
892,Made for you,Gandhipuram,https://www.swiggy.com/restaurants/made-for-you-new-siddhapudur-balasundaram-layout-coimbatore-65473,--,"Opens next at 8 am, tomorrowIndian","New Siddhapudur, Balasundaram Layout",200
893,Madurai Vilakkuthoon Hanifa Jigarthanda,Gandhipuram,https://www.swiggy.com/restaurants/madurai-vilakkuthoon-hanifa-jigarthanda-gandhipuram-coimbatore-92279,4.2,Beverages,"Gandhipuram, Gandhipuram",200
894,FB Cakes,Gandhipuram,https://www.swiggy.com/restaurants/fb-cakes-hopes-coimbatore-coimbatore-212682,4.3,Bakery,"Hopes, Coimbatore",150
895,DHARANI CHETTINAD	MESS,Gandhipuram,https://www.swiggy.com/restaurants/dharani-chettinad-mess-gandhipuram-ram-nagar-coimbatore-267730,3.2,Indian,"Gandhipuram, Ram Nagar",200
